objectType,objectID,graphType,provenanceHashPresent,rulesetVersionPresent,missingFields,status
edge,edge:781801821088de26,contains_sequence,True,True,,pass
edge,edge:4748d41bf3ef23a3,receives_assignment,True,True,,pass
edge,edge:0bc26d9d94f9145c,supports_taxon,True,True,,pass
edge,edge:7603d1469b18d73e,bounded_by,True,True,,pass
edge,edge:e55197b47c16eaac,blocked_by,True,True,,pass
edge,edge:88c5a0a94242a346,matches_reference,True,True,,pass
edge,edge:b416395c1e77238b,matches_reference,True,True,,pass
edge,edge:ea2799aed9d20bd7,contains_sequence,True,True,,pass
edge,edge:82e1010d0ba5e669,receives_assignment,True,True,,pass
edge,edge:97960a8c8dbaa27c,supports_taxon,True,True,,pass
edge,edge:624ae0594a747580,bounded_by,True,True,,pass
edge,edge:6a27152f8d733223,blocked_by,True,True,,pass
edge,edge:39ba1c86d05d9b10,matches_reference,True,True,,pass
edge,edge:942eaa095172a950,matches_reference,True,True,,pass
edge,edge:268734fb4f14abe1,contains_sequence,True,True,,pass
edge,edge:d977a6563429eb43,receives_assignment,True,True,,pass
edge,edge:d216744ba335c21e,supports_taxon,True,True,,pass
edge,edge:cd07c879d7e19dcd,bounded_by,True,True,,pass
edge,edge:e6d62918fc0bc721,blocked_by,True,True,,pass
edge,edge:2e02ca2047ad92f8,matches_reference,True,True,,pass
edge,edge:07aaba07e35e1f2f,matches_reference,True,True,,pass
edge,edge:8d2a6813c235b2e1,contains_sequence,True,True,,pass
edge,edge:a56db75d813caeba,receives_assignment,True,True,,pass
edge,edge:344d51d748b950bb,supports_taxon,True,True,,pass
edge,edge:706589b8005fe1e6,bounded_by,True,True,,pass
edge,edge:00fdb2366df37650,blocked_by,True,True,,pass
edge,edge:2788d95d83e6b0ca,matches_reference,True,True,,pass
edge,edge:926377b9bbd930cc,matches_reference,True,True,,pass
edge,edge:50d157d5e1565e7e,contains_sequence,True,True,,pass
edge,edge:0acb384df33f5f96,receives_assignment,True,True,,pass
edge,edge:8a832c3504c75a16,supports_taxon,True,True,,pass
edge,edge:4caa59e70b7b849b,bounded_by,True,True,,pass
edge,edge:d36b37e97c7e9499,blocked_by,True,True,,pass
edge,edge:c1e704f8e05d38b1,matches_reference,True,True,,pass
edge,edge:1e515fdfdfa8bb57,matches_reference,True,True,,pass
edge,edge:db7fc2b138a47e69,contains_sequence,True,True,,pass
edge,edge:8242e92e5e988d85,receives_assignment,True,True,,pass
edge,edge:756d6b4ae2adbbaf,supports_taxon,True,True,,pass
edge,edge:712b1285fad397de,bounded_by,True,True,,pass
edge,edge:b6c83db487538c3e,blocked_by,True,True,,pass
edge,edge:ee2719ea7bb326d3,matches_reference,True,True,,pass
edge,edge:b5bd7955b2bb8e77,matches_reference,True,True,,pass
edge,edge:84b885694cd73130,contains_sequence,True,True,,pass
edge,edge:131bac21805320e2,receives_assignment,True,True,,pass
edge,edge:1e8fb30e6a00ebff,supports_taxon,True,True,,pass
edge,edge:384c4234c64cab9a,bounded_by,True,True,,pass
edge,edge:390c34c81da9ead6,blocked_by,True,True,,pass
edge,edge:b882caa588b8a6c8,matches_reference,True,True,,pass
edge,edge:a2cc988ad603ce1c,matches_reference,True,True,,pass
edge,edge:d0a6cb95446c2ae5,contains_sequence,True,True,,pass
edge,edge:a62cfa446f8f32fd,receives_assignment,True,True,,pass
edge,edge:51ba73798953560c,supports_taxon,True,True,,pass
edge,edge:8aca9d1d2da911e3,bounded_by,True,True,,pass
edge,edge:fdf49eaf2be0d8a0,blocked_by,True,True,,pass
edge,edge:0287371a7c2c1805,matches_reference,True,True,,pass
edge,edge:7c8afb0eb455730d,matches_reference,True,True,,pass
edge,edge:648f745c138dc7ae,contains_sequence,True,True,,pass
edge,edge:9d0d5cbd9d6f9e74,receives_assignment,True,True,,pass
edge,edge:f0562889d1e9d64f,supports_taxon,True,True,,pass
edge,edge:d2a47bc67cf176b6,bounded_by,True,True,,pass
edge,edge:63c66fdb9e1912ec,blocked_by,True,True,,pass
edge,edge:622c7170edd04cc7,matches_reference,True,True,,pass
edge,edge:54bc4ba321e4cf6b,matches_reference,True,True,,pass
edge,edge:f337e4a3321ac9af,contains_sequence,True,True,,pass
edge,edge:edccf7b3c42118e6,receives_assignment,True,True,,pass
edge,edge:d48a9a7b2b9828f6,supports_taxon,True,True,,pass
edge,edge:63d5320a0c517fb2,bounded_by,True,True,,pass
edge,edge:739a09185fcd2b0d,blocked_by,True,True,,pass
edge,edge:69c3a12b584142b5,matches_reference,True,True,,pass
edge,edge:09f46928d0db7281,matches_reference,True,True,,pass
edge,edge:d4af22bdfdaf3ee8,contains_sequence,True,True,,pass
edge,edge:c49e439c25ca8c03,receives_assignment,True,True,,pass
edge,edge:e2360be5c3c841b4,supports_taxon,True,True,,pass
edge,edge:697afb2d6ab03d3d,bounded_by,True,True,,pass
edge,edge:36831c15ef6f1d30,blocked_by,True,True,,pass
edge,edge:a4e0e57bb70a82f5,matches_reference,True,True,,pass
edge,edge:37cede352cdc66e4,matches_reference,True,True,,pass
edge,edge:7653aaf2d5d548f7,contains_sequence,True,True,,pass
edge,edge:b4e0d99d25c8cde7,receives_assignment,True,True,,pass
edge,edge:cc033f284f52acab,supports_taxon,True,True,,pass
edge,edge:a551f5c8aada4613,bounded_by,True,True,,pass
edge,edge:a95b7bb64771a1e1,blocked_by,True,True,,pass
edge,edge:8d8653158f098cd7,matches_reference,True,True,,pass
edge,edge:374e53b98e8165f5,matches_reference,True,True,,pass
edge,edge:5f90ab8e4c974d36,contains_sequence,True,True,,pass
edge,edge:42b9f09798a5bcc9,receives_assignment,True,True,,pass
edge,edge:b90d44cb0ea655d6,supports_taxon,True,True,,pass
edge,edge:59351cecf71b22d8,bounded_by,True,True,,pass
edge,edge:7ce607cbdcf63aa0,blocked_by,True,True,,pass
edge,edge:c1811df719816985,matches_reference,True,True,,pass
edge,edge:8d7458fcca805c44,matches_reference,True,True,,pass
edge,edge:4b53edf146c77ee1,contains_sequence,True,True,,pass
edge,edge:8f53bc8141e794cd,receives_assignment,True,True,,pass
edge,edge:2a168d742b07db9b,supports_taxon,True,True,,pass
edge,edge:c84ff3ff0bdc0eae,bounded_by,True,True,,pass
edge,edge:a594fa15c438a71d,blocked_by,True,True,,pass
edge,edge:b45727bc624c762c,matches_reference,True,True,,pass
edge,edge:697058518e069ab6,matches_reference,True,True,,pass
edge,edge:fb1f93ceaf4c331e,contains_sequence,True,True,,pass
edge,edge:62ed7a9e0f172ae5,receives_assignment,True,True,,pass
edge,edge:92a1fa07d0eee5b7,supports_taxon,True,True,,pass
edge,edge:9bbe8ec7d2c90afd,bounded_by,True,True,,pass
edge,edge:d6dd3e06a5d4efc1,blocked_by,True,True,,pass
edge,edge:4e514cacd5d5a287,blocked_by,True,True,,pass
edge,edge:fff04a703efc8efd,matches_reference,True,True,,pass
edge,edge:78c866afcc9d5890,contains_sequence,True,True,,pass
edge,edge:3a4e5e47a8e9d0dd,receives_assignment,True,True,,pass
edge,edge:dac0b7136c54c3f6,supports_taxon,True,True,,pass
edge,edge:59791b5a27e59d46,bounded_by,True,True,,pass
edge,edge:a5410982c693a437,blocked_by,True,True,,pass
edge,edge:dcf714ec769fbf6d,blocked_by,True,True,,pass
edge,edge:7339eea546b36d68,matches_reference,True,True,,pass
edge,edge:17a9fc0e25065ce5,contains_sequence,True,True,,pass
edge,edge:6382014b60a4dda7,receives_assignment,True,True,,pass
edge,edge:97381f7ed24d7a99,supports_taxon,True,True,,pass
edge,edge:cb9f71d61a4fd9e4,bounded_by,True,True,,pass
edge,edge:494cb972d261d0a8,blocked_by,True,True,,pass
edge,edge:86917f0459dc12f3,blocked_by,True,True,,pass
edge,edge:4c3d500d685db094,matches_reference,True,True,,pass
edge,edge:e2140a4cfef11ebd,contains_sequence,True,True,,pass
edge,edge:78bf296dbc34d7b7,receives_assignment,True,True,,pass
edge,edge:9b01f0e391bfbae7,supports_taxon,True,True,,pass
edge,edge:1f9d02b41c4c30fe,bounded_by,True,True,,pass
edge,edge:a247a2aa5d01636f,blocked_by,True,True,,pass
edge,edge:d747db8e5eea1266,blocked_by,True,True,,pass
edge,edge:d43ee1763925f293,matches_reference,True,True,,pass
edge,edge:b46958ae552212f6,contains_sequence,True,True,,pass
edge,edge:55ffbdc83f44a3e8,receives_assignment,True,True,,pass
edge,edge:2085ecae9254c376,supports_taxon,True,True,,pass
edge,edge:2df0207423560dfe,bounded_by,True,True,,pass
edge,edge:0acf66d5d44d1124,blocked_by,True,True,,pass
edge,edge:11b6b59be721f814,blocked_by,True,True,,pass
edge,edge:2fd3828eec9f166f,matches_reference,True,True,,pass
edge,edge:d44f64a30c5615c0,contains_sequence,True,True,,pass
edge,edge:a46ca4ff0ea04338,receives_assignment,True,True,,pass
edge,edge:130f70d4b1b91bdb,supports_taxon,True,True,,pass
edge,edge:39167a309aa7eaa4,bounded_by,True,True,,pass
edge,edge:b32d454e1091533e,blocked_by,True,True,,pass
edge,edge:7c8e8ec81ed3fcbc,blocked_by,True,True,,pass
edge,edge:639c69a158145d44,matches_reference,True,True,,pass
edge,edge:c3520908acc2539d,contains_sequence,True,True,,pass
edge,edge:b8aea90822993962,receives_assignment,True,True,,pass
edge,edge:ff6e16f8ea7189a3,supports_taxon,True,True,,pass
edge,edge:4bb7ab80d28f18a0,bounded_by,True,True,,pass
edge,edge:7f549a0632d8e46c,blocked_by,True,True,,pass
edge,edge:9ac9aacf58f47963,blocked_by,True,True,,pass
edge,edge:48f8479320ab361e,matches_reference,True,True,,pass
edge,edge:319ee90e0f745898,contains_sequence,True,True,,pass
edge,edge:3d0593f352a0fc08,receives_assignment,True,True,,pass
edge,edge:894713bf895cdbf9,supports_taxon,True,True,,pass
edge,edge:bbcfb6dfd077903d,bounded_by,True,True,,pass
edge,edge:d042581a233a51b1,blocked_by,True,True,,pass
edge,edge:a90fef648e21e5e8,blocked_by,True,True,,pass
edge,edge:279c84f3ece2d742,matches_reference,True,True,,pass
edge,edge:ce62f551ed8f8a1d,contains_sequence,True,True,,pass
edge,edge:15763430eb66f72a,receives_assignment,True,True,,pass
edge,edge:0c944c351a12822b,supports_taxon,True,True,,pass
edge,edge:7d0b3848596005f2,bounded_by,True,True,,pass
edge,edge:e9cf6b180c36781d,blocked_by,True,True,,pass
edge,edge:f117b8d7db288c6b,blocked_by,True,True,,pass
edge,edge:36cd698599e070a7,matches_reference,True,True,,pass
edge,edge:bc4fa2c1eb8155b0,contains_sequence,True,True,,pass
edge,edge:4564360337f3a3b6,receives_assignment,True,True,,pass
edge,edge:3f4c22994da34cd9,supports_taxon,True,True,,pass
edge,edge:42f00cb2a80c1293,bounded_by,True,True,,pass
edge,edge:870b02ff3794269f,blocked_by,True,True,,pass
edge,edge:aa582595b6283616,blocked_by,True,True,,pass
edge,edge:1593ed8b7096a158,matches_reference,True,True,,pass
edge,edge:2f7228c34638c970,contains_sequence,True,True,,pass
edge,edge:fc092b90d73fcccb,receives_assignment,True,True,,pass
edge,edge:281a7a149f027451,supports_taxon,True,True,,pass
edge,edge:90640892d45d759f,bounded_by,True,True,,pass
edge,edge:d70231d9841a6a2d,blocked_by,True,True,,pass
edge,edge:4a54b2b5f724fe89,blocked_by,True,True,,pass
edge,edge:0874e11626e14335,matches_reference,True,True,,pass
edge,edge:5c3a2bd229108fe2,contains_sequence,True,True,,pass
edge,edge:12d81389f8560d88,receives_assignment,True,True,,pass
edge,edge:9a433531dbedfde6,supports_taxon,True,True,,pass
edge,edge:69776ce151ea01c5,bounded_by,True,True,,pass
edge,edge:9519e29d281fd28e,blocked_by,True,True,,pass
edge,edge:1c26453498a0221a,blocked_by,True,True,,pass
edge,edge:d8ffbc1a5cf40a4e,matches_reference,True,True,,pass
edge,edge:57ecabe7eaf77ce0,contains_sequence,True,True,,pass
edge,edge:ca824e61adf1104d,receives_assignment,True,True,,pass
edge,edge:623594dcc8bc61dd,supports_taxon,True,True,,pass
edge,edge:476392b60bffdda0,bounded_by,True,True,,pass
edge,edge:8c746c46ced5718e,blocked_by,True,True,,pass
edge,edge:458f3c88ab046a50,blocked_by,True,True,,pass
edge,edge:4844ac880988b598,matches_reference,True,True,,pass
edge,edge:169ece1532f5b603,contains_sequence,True,True,,pass
edge,edge:d1b930144919347d,receives_assignment,True,True,,pass
edge,edge:9ce0cfa82a93da95,supports_taxon,True,True,,pass
edge,edge:5ff026b014a832a6,bounded_by,True,True,,pass
edge,edge:338a63de7793087c,blocked_by,True,True,,pass
edge,edge:c2baac36c8b7f7d3,blocked_by,True,True,,pass
edge,edge:607cc9293e026da7,matches_reference,True,True,,pass
edge,edge:8f87e34fd6209a4b,contains_sequence,True,True,,pass
edge,edge:cb4b308728217b0a,receives_assignment,True,True,,pass
edge,edge:9f5c97783a5d160f,supports_taxon,True,True,,pass
edge,edge:2cc7c386af909e31,bounded_by,True,True,,pass
edge,edge:940e2da8856657d6,blocked_by,True,True,,pass
edge,edge:f0bb234012996243,blocked_by,True,True,,pass
edge,edge:5f91797a3da3a372,matches_reference,True,True,,pass
edge,edge:145691e2a3877447,contains_sequence,True,True,,pass
edge,edge:2cf7719ec4b0d366,receives_assignment,True,True,,pass
edge,edge:6858125371a3b281,supports_taxon,True,True,,pass
edge,edge:a1418627893be939,bounded_by,True,True,,pass
edge,edge:f0671b798d8c183d,blocked_by,True,True,,pass
edge,edge:366d50ce3fe09646,blocked_by,True,True,,pass
edge,edge:2d235bfc3789ec25,matches_reference,True,True,,pass
edge,edge:bae6de96f6d089e5,contains_sequence,True,True,,pass
edge,edge:b1b2d659dbb08005,receives_assignment,True,True,,pass
edge,edge:fc645f833dd90d98,supports_taxon,True,True,,pass
edge,edge:6835e27fc9106f06,bounded_by,True,True,,pass
edge,edge:ac0c605f0be4f000,blocked_by,True,True,,pass
edge,edge:8bd1462345ca3e44,blocked_by,True,True,,pass
edge,edge:8dc75d5ac642dae9,matches_reference,True,True,,pass
edge,edge:9ff0ce4b5e6c9d9d,contains_sequence,True,True,,pass
edge,edge:d9eb513451506d73,receives_assignment,True,True,,pass
edge,edge:358046ccbf20329a,supports_taxon,True,True,,pass
edge,edge:82aaf7443325bb91,bounded_by,True,True,,pass
edge,edge:c4952fd20d81f99e,blocked_by,True,True,,pass
edge,edge:7ce303e6ff038b30,blocked_by,True,True,,pass
edge,edge:a1dae9e20173e8ca,matches_reference,True,True,,pass
edge,edge:3a9ccc2dcde4df64,contains_sequence,True,True,,pass
edge,edge:4a4cbf8cbb9c901c,receives_assignment,True,True,,pass
edge,edge:cc342a3a3db63a7d,supports_taxon,True,True,,pass
edge,edge:77c4417792fe78d1,bounded_by,True,True,,pass
edge,edge:f703c319192bb2c9,blocked_by,True,True,,pass
edge,edge:c0abddbca63419df,blocked_by,True,True,,pass
edge,edge:9b5b1289f8dcf25c,matches_reference,True,True,,pass
edge,edge:30e1b8f80dc04f34,contains_sequence,True,True,,pass
edge,edge:d400d55dc4bb164b,receives_assignment,True,True,,pass
edge,edge:9ccaebd788586e3a,supports_taxon,True,True,,pass
edge,edge:66a6f75ae69b564a,bounded_by,True,True,,pass
edge,edge:41076b19165acf87,blocked_by,True,True,,pass
edge,edge:eb63e51e5642813d,blocked_by,True,True,,pass
edge,edge:2d7a4a8488921884,matches_reference,True,True,,pass
edge,edge:931607445015cf0f,contains_sequence,True,True,,pass
edge,edge:a3cbddc355e3e9d2,receives_assignment,True,True,,pass
edge,edge:eb4e3c475d8795a6,supports_taxon,True,True,,pass
edge,edge:41e705028531e787,bounded_by,True,True,,pass
edge,edge:ce54716c55a78b25,blocked_by,True,True,,pass
edge,edge:50b85f63f0b18555,blocked_by,True,True,,pass
edge,edge:a1088342ada99c70,matches_reference,True,True,,pass
edge,edge:03fe9dc48d11ffae,contains_sequence,True,True,,pass
edge,edge:61084ac5b8913b32,receives_assignment,True,True,,pass
edge,edge:4ca3287560b79e4a,supports_taxon,True,True,,pass
edge,edge:e2b6809e17d32054,bounded_by,True,True,,pass
edge,edge:336fab9151887057,blocked_by,True,True,,pass
edge,edge:f874f5730b828a1a,blocked_by,True,True,,pass
edge,edge:d6ae0b8cc4c7f6e4,matches_reference,True,True,,pass
edge,edge:028a1bbc5c3048e7,contains_sequence,True,True,,pass
edge,edge:ff2dcf8fc10ab385,receives_assignment,True,True,,pass
edge,edge:dcc31c360ac4d6a7,supports_taxon,True,True,,pass
edge,edge:4bcd35f44d4cbd5b,bounded_by,True,True,,pass
edge,edge:2ed237a9097e5db8,blocked_by,True,True,,pass
edge,edge:b9d655a2ea78c613,blocked_by,True,True,,pass
edge,edge:1665eb0ade70ed12,matches_reference,True,True,,pass
edge,edge:ac62204e1ff61887,contains_sequence,True,True,,pass
edge,edge:3b87213be26359b9,receives_assignment,True,True,,pass
edge,edge:cbb2ac5b5f9eff65,supports_taxon,True,True,,pass
edge,edge:05d1630ac4fece4a,bounded_by,True,True,,pass
edge,edge:e786621171970767,blocked_by,True,True,,pass
edge,edge:6efd5353777d5f24,blocked_by,True,True,,pass
edge,edge:01266f868bea71fd,matches_reference,True,True,,pass
edge,edge:697ea83d9169f9af,contains_sequence,True,True,,pass
edge,edge:69abc0bd1aa477ae,receives_assignment,True,True,,pass
edge,edge:54878ad2665dca19,supports_taxon,True,True,,pass
edge,edge:301d4a1e789723c0,bounded_by,True,True,,pass
edge,edge:fb1bc7e5aa8024c8,blocked_by,True,True,,pass
edge,edge:073fbfc664bf1667,blocked_by,True,True,,pass
edge,edge:95ca8061f3f4a22d,matches_reference,True,True,,pass
edge,edge:8d0f445a7c572c61,contains_sequence,True,True,,pass
edge,edge:2c62dfe219e636f7,receives_assignment,True,True,,pass
edge,edge:7edf5478d913dd30,supports_taxon,True,True,,pass
edge,edge:10a48a48fc299280,bounded_by,True,True,,pass
edge,edge:2b254bbec1a0e69c,blocked_by,True,True,,pass
edge,edge:3d0450814774f4f9,blocked_by,True,True,,pass
edge,edge:0e647994c2a19074,matches_reference,True,True,,pass
edge,edge:f60e5c0ced1c485f,contains_sequence,True,True,,pass
edge,edge:a27211c3a6d02d92,receives_assignment,True,True,,pass
edge,edge:299809594f66c8f3,supports_taxon,True,True,,pass
edge,edge:fa1a9dcbe8cba40d,bounded_by,True,True,,pass
edge,edge:fc7aa643443e35ce,blocked_by,True,True,,pass
edge,edge:bbc20263c6c7b574,blocked_by,True,True,,pass
edge,edge:c82adf4c5056b1af,matches_reference,True,True,,pass
edge,edge:d96b11d3f2738ffb,contains_sequence,True,True,,pass
edge,edge:09eec790928c6d25,receives_assignment,True,True,,pass
edge,edge:cb6af49641a8dbb7,supports_taxon,True,True,,pass
edge,edge:be442c388e855822,bounded_by,True,True,,pass
edge,edge:b8db24fd8b09dd48,blocked_by,True,True,,pass
edge,edge:e39e56d5644c19be,blocked_by,True,True,,pass
edge,edge:939cf4c8b486da32,matches_reference,True,True,,pass
edge,edge:c24fadbda479175a,contains_sequence,True,True,,pass
edge,edge:7f9a2e029fb5a02e,receives_assignment,True,True,,pass
edge,edge:76e87ff75d9a348c,supports_taxon,True,True,,pass
edge,edge:96e25dacaf28799b,bounded_by,True,True,,pass
edge,edge:bdcd53c2c32bf355,blocked_by,True,True,,pass
edge,edge:7c84e1e4aedf1bb5,blocked_by,True,True,,pass
edge,edge:b2cf591e2ce75e95,matches_reference,True,True,,pass
edge,edge:cc425f12d43c72ae,contains_sequence,True,True,,pass
edge,edge:71a1a1a914e2f705,receives_assignment,True,True,,pass
edge,edge:b5d5f1ec9861732a,supports_taxon,True,True,,pass
edge,edge:27e3ea1e60037509,bounded_by,True,True,,pass
edge,edge:d0340699bb9cbdef,blocked_by,True,True,,pass
edge,edge:b1d3333b628435e0,blocked_by,True,True,,pass
edge,edge:3a6eca9cd4ca8cbb,matches_reference,True,True,,pass
edge,edge:ec99a0ff4434319d,contains_sequence,True,True,,pass
edge,edge:0168bc6c7b24fc78,receives_assignment,True,True,,pass
edge,edge:9d82df0b89ea72c9,supports_taxon,True,True,,pass
edge,edge:adc513cf46a02a2a,bounded_by,True,True,,pass
edge,edge:7358729722afd8eb,blocked_by,True,True,,pass
edge,edge:f6d095c8f0f24624,blocked_by,True,True,,pass
edge,edge:2ff2907dee252431,matches_reference,True,True,,pass
edge,edge:df156c5c6c3b55c0,contains_sequence,True,True,,pass
edge,edge:0a3b3e504e25412c,receives_assignment,True,True,,pass
edge,edge:84520dc9beae781c,supports_taxon,True,True,,pass
edge,edge:8627116179bb29b5,bounded_by,True,True,,pass
edge,edge:69ccf2cbcc4c547d,blocked_by,True,True,,pass
edge,edge:31f665c380b1e1b5,blocked_by,True,True,,pass
edge,edge:ebd7906fa5032f97,matches_reference,True,True,,pass
edge,edge:ab437be5468b4936,contains_sequence,True,True,,pass
edge,edge:615e370c1c0b39f2,receives_assignment,True,True,,pass
edge,edge:37a1eec58be4998f,supports_taxon,True,True,,pass
edge,edge:9790faee5a127905,bounded_by,True,True,,pass
edge,edge:840eb1b45d5791de,blocked_by,True,True,,pass
edge,edge:019a6fca1c9736e0,blocked_by,True,True,,pass
edge,edge:a00fa1c08b893359,matches_reference,True,True,,pass
edge,edge:3e7b6cf28c40728b,contains_sequence,True,True,,pass
edge,edge:570dc7a8ba4e7934,receives_assignment,True,True,,pass
edge,edge:21d9b3ccf32ec840,supports_taxon,True,True,,pass
edge,edge:b035eb7e34333a69,bounded_by,True,True,,pass
edge,edge:714aa3d7bbf5656a,blocked_by,True,True,,pass
edge,edge:563a87c1dc2b2d36,blocked_by,True,True,,pass
edge,edge:0a7b4df3baef6047,matches_reference,True,True,,pass
edge,edge:4623a4416c70ac14,contains_sequence,True,True,,pass
edge,edge:8a72c46fb8a78e9a,receives_assignment,True,True,,pass
edge,edge:585314b491c4a237,supports_taxon,True,True,,pass
edge,edge:e57b3378541793b6,bounded_by,True,True,,pass
edge,edge:a444d203ee962c91,blocked_by,True,True,,pass
edge,edge:dc5c25998ab146fd,blocked_by,True,True,,pass
edge,edge:2dff1463a61ceb50,matches_reference,True,True,,pass
edge,edge:4ee7097b887b1a34,contains_sequence,True,True,,pass
edge,edge:45b04963e0da903d,receives_assignment,True,True,,pass
edge,edge:c8ce1208758c8d19,supports_taxon,True,True,,pass
edge,edge:6b51fe21180fa38a,bounded_by,True,True,,pass
edge,edge:ecccc135e978f7a6,blocked_by,True,True,,pass
edge,edge:c3a42bb03fcee3a9,blocked_by,True,True,,pass
edge,edge:c364e35349fa5526,matches_reference,True,True,,pass
edge,edge:c55d1fb847c65b80,contains_sequence,True,True,,pass
edge,edge:5f0f6570ed50bfc1,receives_assignment,True,True,,pass
edge,edge:937bf1db196877b0,supports_taxon,True,True,,pass
edge,edge:d9eef1f0733d5e6c,bounded_by,True,True,,pass
edge,edge:9043c054ffa699e0,blocked_by,True,True,,pass
edge,edge:60a48e83cbfb88df,blocked_by,True,True,,pass
edge,edge:d23163bd22c762f5,matches_reference,True,True,,pass
edge,edge:5e1953a19eb1d4a0,contains_sequence,True,True,,pass
edge,edge:5ae34e9b5f11d1e4,receives_assignment,True,True,,pass
edge,edge:67c6de5bdf71998a,supports_taxon,True,True,,pass
edge,edge:27f820c41c916178,bounded_by,True,True,,pass
edge,edge:ebff8b0b2b6755fe,blocked_by,True,True,,pass
edge,edge:e80e7ecd734ae062,blocked_by,True,True,,pass
edge,edge:a1ab2c4c9558a0d3,matches_reference,True,True,,pass
edge,edge:2dd07a944d4033ac,contains_sequence,True,True,,pass
edge,edge:ae4140696d0fc92a,receives_assignment,True,True,,pass
edge,edge:697656d0b4b5c54c,supports_taxon,True,True,,pass
edge,edge:f3023db7d0c561b1,bounded_by,True,True,,pass
edge,edge:a1dc69c4b53522ec,blocked_by,True,True,,pass
edge,edge:e09c7f453515b494,blocked_by,True,True,,pass
edge,edge:b86e925b85c08bcc,matches_reference,True,True,,pass
edge,edge:cd3733b5005784a4,contains_sequence,True,True,,pass
edge,edge:4b0ff2676384dca1,receives_assignment,True,True,,pass
edge,edge:7fb8a1d1a4ee58c6,supports_taxon,True,True,,pass
edge,edge:ec7c45108f810252,bounded_by,True,True,,pass
edge,edge:2d3d2e18082af843,blocked_by,True,True,,pass
edge,edge:94c3068075e5b001,blocked_by,True,True,,pass
edge,edge:2620237149afe565,matches_reference,True,True,,pass
edge,edge:9c6fc659f906ea1e,contains_sequence,True,True,,pass
edge,edge:054eb4aa16412de1,receives_assignment,True,True,,pass
edge,edge:2d9f5d7699754bcf,supports_taxon,True,True,,pass
edge,edge:d47fe9d40624bdb2,bounded_by,True,True,,pass
edge,edge:91ed4a0d9a50458e,blocked_by,True,True,,pass
edge,edge:8b8208e317716163,blocked_by,True,True,,pass
edge,edge:c27111374789005b,matches_reference,True,True,,pass
edge,edge:23eb4ffad9e91e98,contains_sequence,True,True,,pass
edge,edge:71cf5aefd5689c17,receives_assignment,True,True,,pass
edge,edge:8225f6dee3f75e99,supports_taxon,True,True,,pass
edge,edge:8adbc23678d4aeb4,bounded_by,True,True,,pass
edge,edge:b6fdee7e9eea3ab5,blocked_by,True,True,,pass
edge,edge:2bc8c39223540a0e,blocked_by,True,True,,pass
edge,edge:bde55dc8fff2a168,matches_reference,True,True,,pass
edge,edge:2313cf6e0df67a72,contains_sequence,True,True,,pass
edge,edge:a7c36736d58472ef,receives_assignment,True,True,,pass
edge,edge:b9e1e1a345556cf6,supports_taxon,True,True,,pass
edge,edge:0e4585b97deec0d6,bounded_by,True,True,,pass
edge,edge:ad4cc4d3f4ca8946,blocked_by,True,True,,pass
edge,edge:238a9cd4102a5c6f,blocked_by,True,True,,pass
edge,edge:60b06ddac374b6ba,matches_reference,True,True,,pass
edge,edge:d2cb93cdd089dbe1,contains_sequence,True,True,,pass
edge,edge:aedfe98606d5bb06,receives_assignment,True,True,,pass
edge,edge:f66c6010a9123905,supports_taxon,True,True,,pass
edge,edge:ab167e9dc562b05d,bounded_by,True,True,,pass
edge,edge:04ea6f82063049ca,blocked_by,True,True,,pass
edge,edge:389cd5c4097f04ad,blocked_by,True,True,,pass
edge,edge:de6b670402cf1e07,matches_reference,True,True,,pass
edge,edge:e9c04491011cb328,contains_sequence,True,True,,pass
edge,edge:317a5700c1830c06,receives_assignment,True,True,,pass
edge,edge:412bdea99de679bb,supports_taxon,True,True,,pass
edge,edge:615dd9877754d22d,bounded_by,True,True,,pass
edge,edge:b363d5e974caae15,blocked_by,True,True,,pass
edge,edge:0aa4d9b06c0ad95a,blocked_by,True,True,,pass
edge,edge:7f6c755f08466f4b,matches_reference,True,True,,pass
edge,edge:e3af2f48a7a57e23,contains_sequence,True,True,,pass
edge,edge:f885d67ec7d860d5,receives_assignment,True,True,,pass
edge,edge:7ee7918b17d383b2,supports_taxon,True,True,,pass
edge,edge:86207bfd3a4185e3,bounded_by,True,True,,pass
edge,edge:e2c6c80770c4284c,blocked_by,True,True,,pass
edge,edge:9d0975c586ae06e4,blocked_by,True,True,,pass
edge,edge:066987417446172a,matches_reference,True,True,,pass
edge,edge:96e5e2598e95dd74,contains_sequence,True,True,,pass
edge,edge:5a3c2fc47820e430,receives_assignment,True,True,,pass
edge,edge:cffd8f162520a0ef,supports_taxon,True,True,,pass
edge,edge:cc82edb2f41156be,bounded_by,True,True,,pass
edge,edge:e352cd2ce4b438f2,blocked_by,True,True,,pass
edge,edge:c80e142aac677f07,blocked_by,True,True,,pass
edge,edge:e7ec216c2b842398,matches_reference,True,True,,pass
edge,edge:83f50462cd04888a,contains_sequence,True,True,,pass
edge,edge:6f939ab1b0c459ac,receives_assignment,True,True,,pass
edge,edge:7dd5ca9bcd422516,supports_taxon,True,True,,pass
edge,edge:50be31fa5720f147,bounded_by,True,True,,pass
edge,edge:71cbeec9cf43cea4,blocked_by,True,True,,pass
edge,edge:f4a5ae7885028c52,blocked_by,True,True,,pass
